taxonomy,Lon,Lat,CK1occupants,CK1occupantsSTD,CK1structural,CK1structuralSTD,CK2occupants,CK2occupantsSTD,CK2structural,CK2structuralSTD,CKCoccupants,CKCoccupantsSTD,CKCstructural,CKCstructuralSTD,Voccupants,VoccupantsSTD,Vstructural,VstructuralSTD,SPoccupants,SPoccupantsSTD,SPstructural,SPstructuralSTD,Coccupants,CoccupantsSTD,Cstructural,CstructuralSTD,KPoccupants,KPoccupantsSTD,KPstructural,KPstructuralSTD,Toccupants,ToccupantsSTD,Tstructural,TstructuralSTD,N45occupants,N45occupantsSTD,N45structural,N45structuralSTD,Nrfoccupants,NrfoccupantsSTD,Nrfstructural,NrfstructuralSTD
CR+CIP/LFM+DUC/FC/HBET:1-7,76.9642,43.3643,0.3085646666666667,0.3799185850768265,625898.6666666665,383014.6749531204,0.42775266666666667,0.4634412428483009,772230.3333333335,441956.9242773177,0.37280566666666665,0.42552078690548906,707362.0,416168.35995103396,0.4173056666666666,0.458878156459497,757998.6666666665,437558.4576692455,0.398805,0.4466691185298377,736830.3333333335,430307.1367979182,0.193214,0.2821277428628544,466456.66666666674,309867.6570677661,0.149448,0.333991,422952.0,439984.0,0.5963133333333334,0.5748733877280187,953270.6666666665,511965.2596817483,1.2538083333333334,0.8890532772499569,1561456.666666667,686592.8949537709,1.5225,1.79135,1768150.0,1334110.0
CR+PC/LFLS+DUC/FC/HBET:5-9,76.9642,43.3643,0.6465713333333333,0.8715112359446536,1411270.0,887261.8803875713,0.8766510000000001,1.04069790186415,1698306.666666667,1004402.1121542904,0.767311,0.9637996630466774,1565463.333333333,952241.3174540721,0.7559033333333334,0.9513439461040832,1553710.0,944573.8597613449,0.6410066666666666,0.8644596388110513,1402140.0,883621.62490514,0.416162,0.6736534204473724,1077975.666666667,736449.8968154966,0.121249,0.379415,659089.0,664499.0,1.0043943333333334,1.123667943606513,1843446.666666667,1058530.1508381013,2.23762,1.732430533672274,3071096.666666666,1408079.7499668356,2.14111,3.0618,2934350.0,2496100.0
CR+PC/LWAL+DUC/FC/HBET:1-16,76.9642,43.3643,0.06572570000000001,0.1439816607311115,215244.66666666663,170025.94157559212,0.09844,0.18512991966994424,274742.33333333326,202966.85204923927,0.08274846666666667,0.165583316433819,247946.0,188055.20511009524,0.09620046666666664,0.18432836608436945,269280.33333333326,201152.93189980823,0.0906689,0.17708089867910656,260413.33333333328,196462.76398057953,0.036718433333333335,0.09781918918596698,152843.0,131100.88041953713,0.0220239,0.0842841,133168.0,168947.0,0.15245866666666666,0.2492180567191889,353158.0,247113.9497146115,0.40296166666666666,0.455759810693942,641139.0,374013.62516728963,0.53117,0.969072,753928.0,755378.0
MCF+MOC/LWAL+DNO/FC/HBET:1-5,76.9642,43.3643,0.05917146666666667,0.08316775017931465,194460.3333333333,147586.48931464634,0.08389479999999999,0.10212890793937283,249175.33333333328,172107.70095656833,0.07239766666666665,0.09349344778646257,224722.0,161373.66415352086,0.08178673333333332,0.10110765082821377,243889.33333333328,170269.3351585462,0.0778874,0.09831399284887624,235892.0,167194.984457602,0.03583363333333334,0.06110356754786635,136681.46666666667,117244.67985560984,0.0263264,0.069227,119602.0,162625.0,0.11986516666666665,0.12757280687295566,318507.0,201016.46889468763,0.26395366666666664,0.1990895636756371,556393.6666666665,271754.7522007052,0.324007,0.40035,638152.0,526183.0
MR+MOC/LWAL+DNO/FC/HBET:1-2,76.9642,43.3643,0.0010752856666666666,0.005122996811652336,41507.76666666667,70970.1829761078,0.00170453,0.006804692402057731,58293.46666666667,88491.17603467591,0.0013402999999999998,0.005850858889128064,49166.0,78899.35469740338,0.0018236666666666668,0.007209061205436762,60538.63333333334,91725.13745727262,0.0019513166666666663,0.0076064254038572185,63779.9,95224.81841935957,0.0004121853333333333,0.002669118836226668,21088.7,44320.989485181344,0.0064485,0.024646900000000003,145023.0,289072.0,0.00399143,0.011590274319110062,106190.46666666667,133243.42060512988,0.014626826666666669,0.024084939616698237,267202.0,240052.9287641003,0.0153263,0.0450393,265626.0,438907.0
MR+MOC/LWAL+DNO/FC/HBET:3-5,76.9642,43.3643,0.8279203333333335,0.8196102251205888,434337.66666666674,253115.27887440272,1.075300666666667,0.9431458983223232,520340.66666666674,278127.48864025174,0.95939,0.8880007037347061,480898.0,267275.1470303797,0.9490906666666666,0.8803596681155064,477734.66666666674,265751.2534670972,0.8222403333333334,0.8160509522627181,431627.33333333326,252329.02423291173,0.5607890000000001,0.6625270395739835,330107.66666666674,217257.67437589454,0.217653,0.508471,198681.0,226862.0,1.2064700000000002,1.000419988632552,562450.3333333335,288707.17745859927,2.3486,1.3672715183288702,894526.3333333335,345327.7083287056,2.22587,2.40654,851350.0,615368.0
MUR+ADO/LWAL+DNO/FW/HBET:1,76.9642,43.3643,0.053923733333333335,0.04247643969263693,45519.7,24774.245474282357,0.07016303333333335,0.04871085987203811,55653.83333333334,27257.479510524572,0.06294870000000001,0.04606922127552552,51257.26666666666,26250.71893216556,0.06853213333333334,0.04815184350097327,54599.4,27007.53430723854,0.066198,0.047444152750154574,53201.9,26782.468600975197,0.036743,0.0343667348059137,33960.23333333333,21215.298924361163,0.0319118,0.0503333,31308.0,33181.5,0.0901029,0.05517446125282965,67165.09999999999,29494.098352890873,0.15463866666666667,0.06798854361908663,101022.33333333331,32667.595522729654,0.174344,0.127166,110024.0,59793.0
MUR+CLBRS/LWAL+DNO/FW/HBET:1-3,76.9642,43.3643,0.37188699999999997,0.3510508291941337,924295.3333333335,547467.9043154544,0.4980403333333334,0.41229647053074703,1143733.333333333,613161.2073871312,0.44116000000000005,0.3856471423722583,1047693.3333333335,585770.1490361972,0.48586,0.4074274417326081,1121313.333333333,607007.9783755363,0.4671803333333333,0.3997858522485646,1090523.333333333,600251.8799244937,0.24364500000000006,0.27515812955825963,679757.3333333335,458592.1305473962,0.20298,0.377649,619426.0,697281.0,0.6613826666666667,0.4819453199429256,1400996.666666667,678393.0180212647,1.227425,0.6418727912133371,2192783.333333333,797612.8166319518,1.41891,1.22643,2420580.0,1482460.0
MUR+MOCL/LWAL+DNO/FC/HBET:1-2,76.9642,43.3643,0.027236033333333336,0.024859620252932268,356177.0,230794.6476812955,0.03625093333333334,0.029123910529360964,447591.0,260278.2345510281,0.0321962,0.027270845689897887,407421.33333333326,247915.82955152786,0.0353781,0.028783628427863875,438292.66666666674,257575.09651491282,0.03404866666666667,0.02825467761795283,425395.33333333326,254430.15464606823,0.018005166666666666,0.019556664567950573,255748.33333333328,191353.96368307146,0.0151267,0.0270298,229940.0,287995.0,0.0478495,0.033959795665822905,556165.0,290098.7416239129,0.08779026666666666,0.0450582502278008,895599.6666666665,346857.05258074263,0.101234,0.08612719999999999,995446.0,647267.0
UNK,76.9642,43.3643,0.044713100000000006,0.04732739902285873,170136.0,120190.97826838381,0.06086943333333333,0.05645336691686334,216480.66666666663,137645.9097818263,0.05351426666666667,0.052410974146228834,195951.3333333333,130182.68528366846,0.0593627,0.0558093802963564,211860.0,136161.55197982857,0.0569236,0.05459738271382613,205216.0,134150.61074073092,0.02866556666666667,0.03631385776094605,120270.43333333332,97702.39115577242,0.023158,0.0471452,106568.0,142352.0,0.08256590000000001,0.06752751771232064,273169.33333333326,156550.7973523823,0.16151266666666667,0.09532156215148806,457837.33333333326,197312.99722353148,0.190325,0.185664,515978.0,373728.0
W/LWAL+DUC/FW/HBET:1-2,76.9642,43.3643,0.0002660976666666667,0.00025829318639828216,8557.346666666666,5563.133746255094,0.0003591146666666667,0.0003025863470014248,10776.833333333334,6233.677690666329,0.0003171526666666667,0.00028346594515214703,9804.15,5957.083556569906,0.00035003699999999993,0.00029884362090750935,10548.063333333334,6168.13068225158,0.0003362763333333333,0.00029345560531194486,10236.983333333332,6100.16727736853,0.0001721116666666667,0.00020299991664913448,6112.1100000000015,4642.535092087799,0.000142457,0.000282273,5499.94,7101.48,0.0004790603333333333,0.0003510376602259206,13378.633333333333,6867.209824068125,0.0008891099999999998,0.00045520780455658087,21308.433333333334,7892.2159663106595,0.00102292,0.000858132,23510.8,14498.4
CR+CIP/LFM+DUC/FC/HBET:1-7,76.9862,43.3671,0.3531303333333334,0.42243223977317096,676990.6666666665,412333.657678261,0.4768503333333333,0.5063850269116706,824919.6666666665,469115.5293288045,0.41910033333333335,0.4679258385429374,758380.0,444110.28790442995,0.4871856666666667,0.5155249736970396,833908.3333333335,473373.1991669528,0.4363633333333334,0.4832073121599971,776583.3333333335,453513.9234512113,0.2402836666666667,0.3307499857208362,528608.6666666665,347500.80378404236,0.144984,0.342956,412778.0,441007.0,0.7211963333333333,0.6549038377978352,1078192.333333333,557235.3888164718,0.9566086666666666,0.7677225310835506,1303630.0,619858.8064946728,1.08538,1.49834,1403040.0,1178900.0
