taxonomy,Lon,Lat,CK1complete,CK1completeSTD,CK2complete,CK2completeSTD,CKCcomplete,CKCcompleteSTD,Vcomplete,VcompleteSTD,SPcomplete,SPcompleteSTD,CK1ext,CK1extSTD,CK1mod,CK1modSTD,CK1slight,CK1slightSTD,CK1no,CK1noSTD,CK2ext,CK2extSTD,CK2mod,CK2modSTD,CK2slight,CK2slightSTD,CK2no,CK2noSTD,CKCext,CKCextSTD,CKCmod,CKCmodSTD,CKCslight,CKCslightSTD,CKCno,CKCnoSTD,Ccomplete,CcompleteSTD,Cext,CextSTD,Cmod,CmodSTD,Cslight,CslightSTD,Cno,CnoSTD,Vext,VextSTD,Vmod,VmodSTD,Vslight,VslightSTD,Vno,VnoSTD,SPext,SPextSTD,SPmod,SPmodSTD,SPslight,SPslightSTD,SPno,SPnoSTD,KPcomplete,KPcompleteSTD,KPext,KPextSTD,KPmod,KPmodSTD,KPslight,KPslightSTD,KPno,KPnoSTD,Tcomplete,TcompleteSTD,Text,TextSTD,Tmod,TmodSTD,Tslight,TslightSTD,Tno,TnoSTD,N45complete,N45completeSTD,N45ext,N45extSTD,N45mod,N45modSTD,N45slight,N45slightSTD,N45no,N45noSTD,Nrfcomplete,NrfcompleteSTD,Nrfext,NrfextSTD,Nrfmod,NrfmodSTD,Nrfslight,NrfslightSTD,Nrfno,NrfnoSTD
CR+CIP/LFINF+DNO/FC/HBET:3-7,76.9974,43.3782,0.11323412333333333,0.13601630349770166,0.1495628,0.16073918106573906,0.13189936666666668,0.14922390726988086,0.1306529,0.14775967513695634,0.08824036333333334,0.11594634006377452,0.11744743333333335,0.08199414373614332,0.3219954666666667,0.14278999944367798,1.101778,0.2422991859378653,0.3455451333333333,0.25495544985466906,0.1421007,0.08724675798046723,0.36406983333333337,0.14175365065015275,1.0729893333333334,0.2504950370527661,0.27127740000000006,0.22401022101270784,0.13053463333333334,0.08507305163488743,0.34511906666666664,0.1426239218511981,1.0891786666666667,0.24602377019594399,0.3032681666666666,0.2381628449922494,0.08102411333333333,0.11149677801018387,0.09158191666666668,0.07410414168381922,0.27032173333333337,0.13990813519904569,1.1053426666666668,0.24114806523892696,0.4517296,0.289211236054205,0.13015293333333333,0.08488793159559778,0.3446101,0.14243310609867202,1.088738,0.2461342455912085,0.30584586666666663,0.23923035961123795,0.09912977666666667,0.07689899269324375,0.2873946,0.14181518253077766,1.107623,0.2403332072683997,0.4176122,0.28048482886178033,0.02464859,0.07178597,0.04426033,0.08140355,0.178919,0.2051448,1.13801,0.386858,0.6141618000000001,0.5240814,0.16632483333333334,0.17055379025527073,0.15237973333333332,0.08864035072763292,0.37873393333333344,0.14037389431272468,1.051274,0.2560511225441318,0.25128720000000004,0.21552469102348035,0.20298166666666664,0.1907642389299129,0.17273166666666664,0.09068901206727184,0.4063324,0.13740785430629499,1.0093307666666669,0.2649498068198956,0.20862336666666667,0.1938842188063278,0.1595436,0.3003721,0.1418607,0.15362179999999998,0.3538181,0.2493972,1.047901,0.4501537000000001,0.2968765,0.4228638
CR+CIP/LFM+DUC/FC/HBET:1-7,76.9974,43.3782,0.08601689333333333,0.1036574671744234,0.116914,0.12464793119664415,0.10234633,0.1148772535332532,0.11408980333333335,0.12332562385063735,0.08774248,0.10493848307468312,0.09194483333333332,0.06758936011298096,0.28250536666666665,0.14131219549104349,1.4789663333333332,0.2670091589504292,1.0605666333333332,0.4291722051262627,0.11698346666666665,0.07575377812409388,0.3389057333333333,0.14814253419501847,1.538081,0.243333664215823,0.8891161,0.40219259904316973,0.1056672,0.07233289012781269,0.314352,0.14583482750579696,1.5175003333333332,0.2524465130112758,0.9601339666666668,0.41509616726113263,0.06047232,0.08327868910859221,0.06947758999999999,0.0585892081677411,0.2273775666666667,0.13113340149009414,1.3866646666666669,0.2951313872206562,1.2560076666666669,0.4499789124061642,0.11429104,0.07480729972596258,0.3323825333333333,0.14700995727997473,1.5303553333333333,0.2463833368966448,0.9088814333333334,0.4044029158770633,0.09364866666666667,0.06832870896463165,0.2870148333333334,0.14245726683593768,1.4867713333333334,0.2648913472302538,1.044822666666667,0.4288903212337236,0.04490393,0.1051279,0.05696507,0.09019591,0.1968076,0.21598270000000006,1.331876,0.5260562,1.369447,0.7887536999999999,0.15640833333333334,0.15011791384113507,0.1442253666666667,0.08234606412826702,0.3928218666666667,0.14994896393366644,1.560112333333333,0.2318571968069139,0.7464321666666667,0.36947210899424543,0.18870773333333332,0.16744956801097854,0.16535586666666668,0.08640812474014105,0.43204356666666666,0.14965630965652602,1.5621956666666663,0.2297440231441651,0.6516972333333334,0.34472675501872496,0.1938776,0.3120234000000001,0.16337290000000002,0.15453229999999998,0.4209770000000001,0.2675143,1.529091,0.4263618,0.6926817,0.6479225000000001
CR+PC/LWAL+DUC/FC/HBET:1-16,76.9974,43.3782,0.10104997,0.21505130274791534,0.14730923333333334,0.2692246123658129,0.1246379,0.24270018133016616,0.14396798333333335,0.26790140202662666,0.10317999333333333,0.2180280677393624,0.1593032666666667,0.20034529154752914,0.6354574333333334,0.5232081750257317,4.907736333333333,1.554003303213742,7.196452999999999,2.114140395325065,0.21933000000000002,0.23953780128674196,0.8234393,0.591465082990667,5.480476,1.4846226983168709,6.329445,2.121474780364672,0.19102026666666666,0.2216597818315668,0.7379425333333334,0.562753254237594,5.247004333333333,1.5208055494237989,6.6993946666666675,2.1271692534602566,0.0653615,0.1639882237085944,0.11014517666666666,0.16205719732038712,0.4699095666666666,0.4487588251192715,4.255703666666666,1.5834759804949856,8.09888,2.058254341852958,0.21369486666666668,0.23641749233075415,0.8033322333333333,0.5835720116159796,5.409578,1.4908461470483798,6.429427,2.1160441711618403,0.16255846666666665,0.20264792398486484,0.6478185333333333,0.5291318586775112,4.964415,1.5547336461050885,7.122028,2.1243032234447816,0.04047742,0.14952420000000002,0.08103864,0.21626550000000005,0.3787108,0.6868340000000001,3.878371,2.773419,8.621402999999999,3.4930550000000005,0.21584353333333334,0.3486564790014139,0.2951775333333333,0.28228792356079363,1.0314464333333333,0.6467886628061098,5.915684,1.3887488312175902,5.541849,2.0708728642523337,0.2737400666666667,0.4020374815336652,0.3574538333333333,0.3114943732496089,1.194277,0.6811527973501981,6.186591666666668,1.3149044807963557,4.987937333333333,2.016023513970041,0.2957349,0.7793201999999999,0.3643257,0.5662841,1.180643,1.213409,5.996758,2.411303,5.162539,3.681395
MCF+MOC/LWAL+DNO/FC/HBET:1-5,76.9974,43.3782,0.17287580000000002,0.23632778486132586,0.2397570333333333,0.2862548691822105,0.20796646666666666,0.2629165388004042,0.233813,0.2831820473798652,0.17642306666666666,0.2392215919492474,0.18555873333333334,0.15142194396090314,0.5279946,0.2950315441451323,2.0922033333333334,0.5561181671583877,3.021367333333333,0.9843140783721198,0.2401442,0.17071102167842656,0.6434907333333334,0.3114354863569268,2.2576176666666665,0.5173423120668194,2.618990333333333,0.9711745078427232,0.21535303333333333,0.16264537425014924,0.5930346666666667,0.3057542783293728,2.1943216666666667,0.5345475826302193,2.789324333333333,0.9809179987987444,0.11862398333333335,0.18824021695240895,0.13737656,0.13020768121462728,0.4168115333333333,0.27134096433857485,1.87768,0.5875941273915525,3.449508,0.975094920968381,0.2342734666666667,0.16843809557049272,0.6300372666666667,0.30880689458052546,2.236303,0.5221050203322752,2.665573333333333,0.9705605379286412,0.18917166666666665,0.15313471046367058,0.5371233666666666,0.2976059451898209,2.111270666666667,0.5539400617648437,2.9860116666666667,0.9877681244477932,0.08518071,0.2313104,0.11093519999999997,0.2001942,0.3562405,0.4440319,1.748568,1.046861,3.699076,1.672462,0.32748036666666663,0.3472043243855778,0.30019396666666665,0.18598464483823807,0.7544668000000001,0.3167661475441869,2.3555756666666667,0.4845325344136621,2.262283333333333,0.9330710133438695,0.3998968000000001,0.388849766816626,0.34709816666666665,0.19537291909810725,0.8354835666666666,0.3171051851883763,2.4023419999999995,0.4663626123752739,2.015179333333333,0.8979539033668588,0.4133988,0.7234823,0.3426804,0.3476039,0.8119457,0.5636138,2.330614,0.8594193000000001,2.1013610000000003,1.6490470000000002
MR+MOC/LWAL+DNO/FC/HBET:1-2,76.9974,43.3782,0.016429479,0.060876968471947124,0.02802342666666667,0.09011470316684668,0.02095884333333333,0.07188052624423268,0.030532476666666662,0.09837246390130283,0.02064227,0.07202857437598938,0.031121116666666667,0.07956312244150664,0.13838999,0.23941659436696905,1.3215953333333337,1.0862057259134763,10.492463333333333,1.3589849082038732,0.04880452,0.10607683734081108,0.20251076666666665,0.2977418033098645,1.6968536666666667,1.2072531780878533,10.023806666666667,1.5563558092213716,0.03847753333333333,0.09073005903324187,0.16641446666666668,0.2658620436215516,1.5013203333333334,1.1494470762407174,10.272828,1.4562211187853842,0.0060731686666666675,0.02682115619123622,0.01375096,0.044313798479142165,0.07066945666666667,0.15717294514982533,0.8613243666666667,0.8852039867234619,11.048183333333334,1.056894264812921,0.05174578,0.11129026194414617,0.21097013333333334,0.3060352918530421,1.7294806666666669,1.2173951687393407,9.977269999999999,1.5783330908188835,0.03773974666666666,0.09045390871015778,0.16307593333333334,0.2643139584110827,1.4791466666666666,1.1489838405341768,10.299396666666668,1.4546401640091462,0.1475774,0.5545473000000001,0.1794724,0.4089992,0.5777555,0.9068134,3.050972,2.530277,8.044222,3.712072,0.0715455,0.18392966071672312,0.10365906666666667,0.17051859073932865,0.3744903,0.4200542608312672,2.4553463333333334,1.3683342035215258,8.994959,1.8917449368336576,0.10627505666666666,0.24224844950164054,0.14251403333333335,0.20458690785164846,0.4845470666666666,0.4783492276605335,2.8310419999999996,1.4016010335504023,8.435622,2.010547573074062,0.08994717,0.400524,0.1168383,0.33427140000000005,0.3908578,0.7770220999999999,2.336963,2.397504,9.065392999999998,3.400706
MR+MOC/LWAL+DNO/FC/HBET:3-5,76.9974,43.3782,1.3776946666666663,1.3161383257774322,1.7572799999999995,1.5043545979298083,1.5747643333333332,1.4183913856022097,1.5640413333333332,1.4086364226558092,1.1100105666666666,1.160291582845019,1.1060953333333332,0.5982895906721649,2.456281333333333,0.8824902910903137,5.871862666666668,1.4375073065524842,3.188066333333333,2.014652576389344,1.288544666666667,0.6114449689548702,2.685700666666667,0.8563817455959047,5.695562666666667,1.4782020045802642,2.5729116666666667,1.8195655843311431,1.2046203333333332,0.6073143575463115,2.5859020000000004,0.86959116440026,5.793678666666668,1.4563546893798076,2.841034333333333,1.910920617113356,1.0217121,1.1136331556072074,0.8985537333333333,0.5653673344378051,2.141052333333333,0.8967961479023846,5.9032703333333325,1.4286907970191527,4.035411333333333,2.214452731547082,1.202336,0.6063549509749037,2.582670666666667,0.8686687913560611,5.790904333333333,1.456999963597155,2.8600476666666665,1.9153352296807529,0.9637354333333332,0.5797423227822703,2.2508503333333336,0.8967208084790568,5.913005000000001,1.4254001748775675,3.7623986666666656,2.1653560332786177,0.3882551,0.8919305000000001,0.5237867,0.7386659000000001,1.6025969999999998,1.458059,6.1066720000000005,2.2995810000000003,5.378689,3.896946,1.927168,1.5752208907957428,1.3586376666666666,0.6113825630778708,2.7524676666666665,0.8444786760106301,5.5664380000000016,1.5050605309716136,2.3952883333333337,1.7572982839831148,2.288148,1.7144752809842432,1.493442333333333,0.6079413155357459,2.8747966666666667,0.8234362929165262,5.318561,1.54640040840761,2.025052333333333,1.607508420794015,1.827354,2.7548,1.264328,1.073289,2.593423,1.5167469999999998,5.555784,2.643619,2.759111,3.376047
MUR+ADO/LWAL+DNO/FW/HBET:1,76.9974,43.3782,6.737154666666666,5.233548325692288,8.641885,5.9372056515970995,7.775293666666666,5.633970473207466,8.4425,5.864658658363863,6.8636963333333325,5.292610438044213,3.9032416666666663,1.7276541152734957,8.015663333333334,2.537327015312264,20.240313333333333,4.069809280262501,17.103626666666667,8.250503026017396,4.576294333333333,1.743902569893711,8.870291333333332,2.4101743794626382,20.020973333333334,4.115079756678964,13.890553333333333,7.565980113148298,4.2909413333333335,1.745788591723586,8.530209333333334,2.4727336619317586,20.195863333333328,4.067623276065521,15.207693333333333,7.883555091847135,5.047154,4.483297614980704,3.208922333333333,1.6620965978800857,6.998313333333333,2.6059189053155936,19.88101,4.2253215584190364,20.8646,8.821261787281026,4.494784666666667,1.7382557291929808,8.761657666666666,2.4240693154453683,20.038896666666666,4.109332268355719,14.262160000000002,7.629622414153637,3.962763,1.7371690739817343,8.106407666666668,2.535074184818245,20.266579999999998,4.059315670419394,16.800553333333333,8.229924068342848,4.089029,6.717126,2.823761,2.811266,6.40196,4.592675,19.61521,7.19082,23.07004,15.597879999999998,10.774566333333333,6.581063549511508,5.159487,1.7031924083628958,9.459932333333333,2.2642540275481218,19.302506666666666,4.304045130382632,11.303509999999998,6.798766169202239,12.443466666666666,6.99513380260084,5.559158999999999,1.656458326995011,9.795963333333336,2.1635160821443464,18.574906666666667,4.474188585617905,9.626504666666667,6.233240708396921,12.38086,12.64332,5.376794,2.971422,9.472527,3.9586,18.32674,7.954169,10.44308,11.84281
MUR+CLBRS/LWAL+DNO/FW/HBET:1-3,76.9974,43.3782,9.148547,8.498428352587057,12.045916666666665,9.869491810690603,10.708759999999998,9.261217649772384,11.754772666666668,9.744971979997914,9.327784,8.598219218298764,7.1879826666666675,3.8390042231457477,16.36869666666667,5.9794763744941175,43.81516666666666,8.875818713377624,37.47960333333333,17.33267135389567,8.694022666666667,4.01471884136057,18.56942,5.817629747681946,44.01780666666667,8.734424538221672,30.672836666666665,16.043980271707653,8.039983333333332,3.957856557197061,17.665746666666667,5.913913439347925,44.11172,8.731053827011188,33.47379333333333,16.651920772350024,6.657406666666668,7.097127542332696,5.718971,3.56384342664988,13.925693333333333,5.975207534430172,42.34793666666667,9.409447987642825,45.34999333333334,18.345632846370943,8.516875,3.984776889411348,18.29517,5.8289293765219865,43.97155333333333,8.75509530382102,31.46162666666667,16.160018526077113,7.309915333333333,3.870293654293201,16.583836666666667,5.991518158661179,43.937290000000004,8.83194549003471,36.841173333333344,17.302645943720414,5.224083,10.16783,4.917586,5.873197,12.53233,10.36679,41.34466,16.32171,49.98134,32.36453,15.455156666666666,11.255982908247805,10.111158999999999,4.047046460303957,20.273526666666665,5.5275153071500185,43.02905666666667,8.997099493521356,25.13110333333333,14.53747811178824,18.175806666666666,12.177492477917795,11.13344,4.025153499934038,21.349556666666672,5.2890197005699155,41.83229333333333,9.313742433928835,21.508903333333336,13.406854520408581,18.25604,22.13658,10.80273,7.161439,20.62582,9.600542,41.1008,16.66362,23.2146,25.34129
MUR+MOCL/LWAL+DNO/FC/HBET:1-2,76.9974,43.3782,0.8161257333333333,0.7336418263847223,1.0687996666666668,0.8498743137352069,0.9524296999999998,0.7983763521312768,1.0433025333333332,0.8392739357953661,0.8319377,0.7422204421285872,0.4991871666666666,0.2661729915021223,1.0447996,0.4111354941688716,2.734093666666667,0.6390741661922607,4.905794,1.6054045187354564,0.6039880666666666,0.2791429128456167,1.2024916666666667,0.4066578508498405,2.875175666666667,0.5944611446727756,4.249544666666666,1.5769828941220496,0.5583825333333333,0.27483114149890703,1.1366049999999999,0.4106151645164471,2.8257479999999995,0.6120582642798169,4.526834999999998,1.5956613167354432,0.5976977333333334,0.6145179590557691,0.39726906666666667,0.2464867087165937,0.8762331666666666,0.4038577554635309,2.5200486666666677,0.6870013737700966,5.6087516666666675,1.5989144409733818,0.5917330666666666,0.27697679171061124,1.1831696666666671,0.406425068195534,2.856367333333333,0.6003780915246473,4.325427666666667,1.5767888817620592,0.5075984000000001,0.2683814935362223,1.0594096666666666,0.4126751438479074,2.7531156666666665,0.6350911713568725,4.8479383333333335,1.6104342033117791,0.4719942,0.8837961,0.3414997,0.4055068,0.7813095999999999,0.6928049,2.386577,1.226633,6.018619,2.748683,1.3642596666666666,0.9671606003376874,0.7034593666666668,0.28220383272756944,1.332558666666667,0.3905864303112636,2.929119,0.5711083249619938,3.670603,1.5099902312609323,1.5994020000000002,1.045015251355054,0.7755691000000001,0.28128250651390196,1.4187286666666667,0.3757078506368568,2.9354983333333338,0.5657687323647141,3.2708023333333336,1.450145376972675,1.604941,1.90063,0.7534744999999999,0.5007775,1.372033,0.6786893,2.857219,1.035993,3.4123330000000003,2.668776
UNK,76.9974,43.3782,0.2824675666666667,0.2933791947015595,0.3775028,0.3458739490477629,0.3332374,0.3221179289265311,0.3682809,0.3416404197753165,0.28808140000000004,0.29687950300150584,0.20430693333333336,0.12775460082008355,0.4701252666666666,0.21402456569272865,1.430667,0.3627755815583911,2.6124333333333336,0.8023940290603974,0.2536177333333334,0.13798174591865406,0.5543508,0.21781157747631832,1.5310283333333334,0.3365642218044475,2.283500333333333,0.7966955815809169,0.2317785,0.13407527597359875,0.5184020333333333,0.217279523834967,1.493407666666667,0.3478208954897733,2.4231743333333333,0.8024191441810334,0.202226,0.24103191277119074,0.1582431,0.1148381117864526,0.3844324666666667,0.2042683016847613,1.2952016666666666,0.3860249121556938,2.959896666666667,0.790298958327234,0.2480192,0.13652977917080136,0.5442521333333333,0.2168684717168604,1.517984,0.3398763149634437,2.3214636666666664,0.7956101577967273,0.20798350000000002,0.12901809179110849,0.4773942666666667,0.2153479091820696,1.4427126666666668,0.3610368159421865,2.5838283333333334,0.8055798428384778,0.1551639,0.331031,0.13313889999999998,0.1844675,0.3369828,0.3435821,1.212895,0.6889926,3.161819,1.350114,0.4932176666666666,0.40293361040423,0.3033520333333333,0.14361836355983712,0.6291531666666667,0.2141982878196872,1.5853640000000002,0.3168758381209113,1.988913,0.7705060844539487,0.5866302666666666,0.44142476405151104,0.34061499999999995,0.14618638759528116,0.6812485333333332,0.20930611869547008,1.6079673333333335,0.3073448908339891,1.7835390000000002,0.74532296069929,0.5941308000000001,0.8084843,0.3325678,0.2596152,0.6598202,0.3749381,1.561502,0.5659851,1.851979,1.366409
